length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_var,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,Y
-0.1328221323654145,-0.3501367847700106,0.31258717440835093,-0.010689686042376918,-0.06185588991968986,-0.8483113146183655,-0.5310420135179904,-0.48647252101068594,-0.6619336134462468,-0.49204509297829757,-0.734349372034138,0.19050281874429087,-0.3749916218367667,0.37275671707893127,0.004326433857872913,0.1253630685294871,0.30847036784981674,-0.4274445811742503,-0.9363980868137355,-0.4726906074920727,-0.8108436287396164,0.3646645785828228,-0.5968416079967426,-0.4273210336368631,-0.06423578172633428,0.33717420978358487,-0.5559723689682965,-0.8631536202469375,-0.8344324995146073,0.4995180228717577,-0.469595329653524,-0.6377040583001761,-0.16118663133872638,0.4092586160127999,-0.4997151149272377,-0.33836790878450845,-0.3614779611540635,0.6453847567289178,-0.5344100081109676,0.18219014028821637,-0.8043497827612442,0.7922872310446859,-0.7030922691626934,-0.2655576621873412,-0.3865282679997122,-0.08639575379411915,-0.24611385301483932,0.5004624101720507,-0.7802647611170674,-0.23704038845542885,-0.6431766673582692,0.006722905038018659,-0.3005973362648282,0.6040640654370429,-0.512987581115157,0
-0.1328221323654145,-0.46248155132216684,1.1175723296651474,-0.5328523184467518,-0.18682068158142898,-0.23419448794172137,0.7962519400666774,-0.6486814518416334,0.7958233179929373,-1.138098484185398,-0.5091423753250124,0.30034631373132986,-0.6388209368900384,0.20132673664157216,-0.40124236273791625,-1.823210654452312,-0.6291591190146948,1.450498072227648,-0.3341065750966798,0.8245184241357654,0.3641969707007627,-0.0249034183019243,0.37923339977768,0.3317301903410072,1.0477676444116713,0.5811362829262255,0.4273035367342451,-0.3453678163777046,1.4473350382167305,1.2671128470758972,1.3248850836543757,-0.37508240797182607,1.9643552266485567,0.5257197154847202,0.616231809293393,0.0683088965096942,0.7771622401387169,0.13476998059165404,0.8441292773031096,0.41577497128404767,-0.08924642193915505,0.48707508416322093,0.24361581911778007,-0.4399034604680316,-0.30842428811420597,-0.04810196346276419,-0.15917505154912748,0.7113709457826471,-0.06930444330357738,-0.05498165286768251,-0.45345620853174345,0.5448056276923239,-0.4070869883263525,0.42412706308263287,-0.5384212918194953,0
-0.1328221323654145,-0.18422456384664743,-0.1377012432278127,0.679977622243722,-0.08409293815888037,-0.7816937845706572,-0.6309157412506247,-0.9715915988963003,-0.7444057315215732,-0.653614905291756,-0.6549703776366433,0.21866675516532946,0.32642046998413465,0.3475593773105229,0.27513201105734647,1.4864991250241262,0.5365420141166392,-0.15485869885525647,-0.451433593540336,-0.9305238881888179,-0.19688238613390527,-0.2766583636259509,-0.6572360629299893,-1.0511194259605048,-0.18775998692474435,0.9406423548223872,-0.7697691685681699,-0.8591260202070526,-0.16078562116030876,0.14541558625842962,0.4478899479252181,-0.5784673166181402,-0.5856716141346344,0.250711058332924,-0.3765361842494294,-1.0439020451182517,-0.4662018866146697,0.19657655259177179,-0.1285099234925912,-0.66672299992076,-0.22592281344249132,-0.5711084823999791,-0.2048310641189471,-1.100346654187862,-0.7758922921948861,0.2848248904921949,-0.5962433975601459,-0.8275160239320982,-0.44809052868500915,-0.6009829376401176,-0.3295192729038707,-0.295934038188329,-0.5272970516947779,-0.296188879335192,-0.8749539046720956,0
-0.1328221323654145,0.319639046441501,0.9906593049864195,0.15480968845399637,0.9070287507698619,-0.712094664468863,0.30456512211999076,-1.5163897240946766,-0.24653020067362588,-1.681901420473925,-0.8482429919770131,0.2176880801124747,0.5593044648583708,0.35216716811512805,-0.455262613123484,-1.9993371172182421,-0.5497266342771618,0.6354394699742978,-0.5705030108764676,0.6726515147501037,-0.7356285000854209,-0.5663532884677823,-0.535208759207487,0.23873802411454223,0.9296299051507695,-0.033756206004375136,-0.006398851396992421,0.02989604241952049,0.6774797048418809,-0.0796208353715101,-0.16879444353209477,0.7530244577454157,0.08985985121558415,0.05140609482065743,-0.2837895070271309,0.41393884245370516,0.9099947064301152,0.23949988666016228,-0.6261670857105557,0.3754944885149469,-0.33413041995589604,-0.5715688517983297,-0.0718552027000995,0.20498582260043482,-0.3311629925902428,-0.08024855343811849,-0.4828425146536112,0.1421534609833911,-0.3713702901476143,0.0334272027096081,-0.7675914279117545,0.4554086658513474,-0.7797437903839859,-0.6028806569004144,-0.8445084447389998,0
-0.1328221323654145,-0.8590766854849967,0.1941631573334146,-0.6001650091676825,-0.20590888923657102,-0.3151783011072834,-0.5044626532416128,-0.6301074659259248,-0.1905171092802516,-0.05147735269211169,-0.3415040586953099,0.20698187396653867,-0.6633182375834578,0.3562084729325674,-0.3965128762347326,0.5838510033487343,-0.1583632928392498,0.5226891565127438,0.3346661562806545,-1.2300613747690112,-0.46861869578702053,-0.8491891774766019,-0.2323239423298261,-2.5651391076334007,1.607193203938308,-0.3195286425697303,0.11103748799539222,-1.834161532322204,-0.3959155457234751,-0.9199372432824394,0.8889884996009199,-0.5796502269824363,1.0514789216160387,-0.8221668925802204,0.48868172476111943,-1.0372410529658753,0.12338190809645445,-1.0853837803602595,0.5446254201359373,-0.34659777142451575,0.6543524309140688,-1.8647321320120833,0.17945660783008574,-1.0870833655265406,0.3812549882849541,-1.238615622028993,0.7513175152825466,-0.32721961631175595,0.3776200046277204,-0.36837542270744766,-0.29369593834265534,-0.553016255823246,-0.08938297969323769,-2.7660085498847184,-0.3302873964052556,0
-0.1328221323654145,-0.9334025548137453,0.15424776455914488,-0.417912506571759,0.2557638635425007,1.3995312445506534,0.6724726078568269,-0.6925215604384652,1.0040179452574705,-0.2289656401395622,1.0744684999775858,0.2175322830057567,-0.3826902411843032,0.3410500745729685,-0.37371121459178414,-1.7581549339712024,-0.3324166395028465,1.2854169372312956,5.669422920300465,-0.39878492547178856,0.6483884992114521,-0.33200885212714154,2.2835424573867233,-1.6866652425266009,2.571606039279349,-0.2292184703340082,2.0332802913335626,-1.5703260855531322,0.9144070925178526,-0.6628962798946338,1.1099300522207518,-0.19227288325209535,2.1194146386202783,-1.0919281234385252,0.5009516266719185,-0.8441004137560918,0.02611281386516729,-1.0245958215845652,0.30779640299674393,-0.7374268022043194,0.3747508909652382,-2.34086906318694,-0.49986973333601864,-0.00712092813102851,-0.0827056526661442,-1.4693546666066926,0.3500147357629389,0.46790590412449484,0.18134971920720036,-0.8511381846457724,-0.6184462597733944,-0.1915645074089299,-0.7111399885113171,-1.8290697319102809,-0.5268138877016794,0
-0.1328221323654145,-1.0696719401870871,0.9883686509877593,0.16670832590899387,1.5833451519841817,-0.0794416143802764,0.49730696229334737,-1.128293403740847,-0.1564921510003365,-0.7311022839661317,-0.3563796427338085,0.21166917893166398,0.37633284159667224,0.3448719049141374,0.04369181619559132,-1.6894850067966984,-0.4549781325295635,2.133727375259835,2.7931065123529084,-1.2661189953124445,2.9240493028693115,-0.19592630491562246,2.2371105024469493,1.003143192044367,9.027674065403577,-1.287772416599203,2.243485056157169,-1.5845035064561608,0.6149650566182618,-0.9414909049146207,0.35870783452894334,0.06134494175129055,1.0735663750298703,-1.6697321185388183,1.9533329774477906,-0.2669194252054474,0.3119314515276144,-1.1322707125989075,-0.1363161442820937,-0.29192239422175376,0.33962123175941256,-2.343699482450874,-0.04570696285644134,-0.5472759746919821,0.6936369114966153,-2.4507394891432748,0.6668813951307783,-1.5277112525110892,-0.17128079631404708,-1.9339806155774881,-0.7410485694771617,-0.2950774258055556,-0.4843408914729784,-1.4049528719958055,0.0009792575328303145,0
-0.1328221323654145,-0.8660718209919435,0.8488796756643229,0.013594456544182497,0.6826207418222454,-0.05022076808465442,0.322929309411972,-1.0271336889358968,-0.15109472171625776,-1.008853475520874,-0.3763513070319803,0.22895198786271492,0.058642576069503384,0.3210628466697265,-0.12796752592097677,-0.9635457766662242,-0.3481174037553895,1.0205381526421657,1.7597373515970183,-0.8188647210763034,0.42977555775143983,0.2216451274230558,1.1370337742740904,0.5279685943364584,4.724377735512365,-0.3130794356767559,0.13255357899580775,-1.5536013708021899,0.8121312845525354,-0.1537587623924283,1.53788830797557,-0.5269691353777393,2.1121637381803646,-1.4115280219829036,2.627014947671369,-0.35207046122673374,1.887826808127722,-1.7015316531945233,0.4614489853493271,0.20378224997998512,0.7679982586924318,-1.962395694418521,-0.2112507741251772,-1.0452060968367807,0.5708108715886339,-2.0919692034088597,0.287500802418574,-1.4520111722420996,-0.3150617609280068,-2.92001931483567,-0.0945551061916439,-0.629160256168131,-0.018419993957793743,-1.9648504486128422,-0.3036033537793039,0
-0.1328221323654145,0.3697775414417091,0.02233134250514476,0.17496941493291698,-0.4250972666125889,-0.7646855021147888,-0.327116262093883,-0.5014174114156638,-0.4081996192078503,-0.9470677482556232,-0.7460846121027898,0.21876137368286308,0.013916109974340375,0.34731743632050704,-0.33933599149697596,-1.2796806026907854,0.2306768667633876,-0.4065042825583316,-0.666195538582295,-0.26835568917720876,-0.4427504096976253,0.5906834247495163,-0.23090219946300067,-0.5760873887748779,0.02739913313286823,0.4689561066745829,-0.2953571644468238,-1.4135530018271276,-1.0056819025609016,1.2354102657663326,-0.2712730569245617,-0.5850593639374574,-1.1643621204774974,1.6928827888881888,-0.6282351008460111,-0.1023390320491323,-0.6980176339767902,0.37554929010203975,-0.3753519132416554,-1.286620625359043,-0.1776566283449451,0.6551143915654818,-0.41332279847732,-0.26973178237013706,-0.8825360788498701,-0.568253892522591,-0.3011162401096482,-0.6763823095906211,-1.0082558968560233,0.5656724195985672,-0.780084214398516,1.5292879061959102,-0.8755866743121054,-0.42250506144039385,-0.7456476270112236,0
-0.1328221323654145,-1.2824655826340572,0.7729671901404135,-0.7557630385726724,0.35661405732905466,-0.427890826147732,-0.23866462809117292,-0.3990197835647792,-0.3346786179834866,-0.584628823496545,-0.5322603132781377,0.21642815576793178,-0.4566293543529326,0.34401993172091855,-0.6146064942289324,-1.3718865936146158,-0.6864393928637321,0.8615736415253633,0.20820021775110087,-0.12791336511418788,0.6992171995630534,0.16341077037168733,1.121212698455357,-1.5715169382618686,3.550240271862723,-0.13147952094871504,2.2148473211845414,-0.40707408531098643,0.17747087397734063,-0.1059209230175728,-0.4920292101835804,-0.858304632039953,0.5448594587917036,-0.4366184874322255,0.2972039696673937,-0.0036837057285886276,0.24615703763701133,-0.10271792738953059,1.097200100143105,0.8136218938991648,0.2555140822508973,-1.3766409326011808,0.5990220525146159,0.7101134289940858,1.2132820781648344,-0.5086821652397854,-0.041947389053124784,0.4506342450975249,-0.12596773870375327,-0.7241359722674747,0.5668975944156074,1.3880179933666519,0.2920196092365124,-0.8187178260126244,0.4721224177317157,0
