chroma_stft_mean;perceptr_var;mfcc4_mean;mfcc5_var;mfcc6_mean;mfcc7_var;mfcc9_mean;mfcc9_var;mfcc12_var;mfcc13_var;mfcc14_mean;mfcc14_var;mfcc15_mean;mfcc17_mean;Y
-0.3501367847700106;0.004326433857872913;0.3646645785828228;-0.06423578172633428;0.33717420978358487;-0.8344324995146072;-0.6377040583001761;-0.16118663133872638;-0.5344100081109676;-0.8043497827612442;0.7922872310446859;-0.7030922691626934;-0.2655576621873412;0.5004624101720507;0
-0.46248155132216684;-0.40124236273791625;-0.0249034183019243;1.0477676444116713;0.5811362829262255;1.4473350382167303;-0.37508240797182607;1.9643552266485567;0.8441292773031096;-0.08924642193915505;0.48707508416322093;0.24361581911778007;-0.4399034604680316;0.7113709457826471;0
-0.18422456384664743;0.27513201105734647;-0.2766583636259509;-0.18775998692474435;0.9406423548223872;-0.16078562116030876;-0.5784673166181402;-0.5856716141346344;-0.1285099234925912;-0.22592281344249132;-0.5711084823999791;-0.2048310641189471;-1.100346654187862;-0.8275160239320982;0
0.319639046441501;-0.455262613123484;-0.5663532884677819;0.9296299051507695;-0.033756206004375136;0.6774797048418808;0.7530244577454157;0.08985985121558415;-0.6261670857105557;-0.33413041995589604;-0.5715688517983297;-0.0718552027000995;0.20498582260043482;0.1421534609833911;0
-0.8590766854849967;-0.3965128762347326;-0.8491891774766019;1.607193203938308;-0.3195286425697303;-0.39591554572347504;-0.5796502269824363;1.0514789216160387;0.5446254201359373;0.6543524309140688;-1.8647321320120833;0.17945660783008574;-1.0870833655265406;-0.32721961631175595;0
-0.9334025548137453;-0.37371121459178414;-0.33200885212714154;2.571606039279349;-0.2292184703340082;0.9144070925178525;-0.19227288325209535;2.1194146386202783;0.30779640299674393;0.3747508909652382;-2.34086906318694;-0.49986973333601864;-0.00712092813102851;0.4679059041244949;0
-1.0696719401870871;0.04369181619559132;-0.19592630491562246;9.027674065403577;-1.287772416599203;0.6149650566182617;0.06134494175129055;1.0735663750298703;-0.1363161442820937;0.33962123175941256;-2.343699482450874;-0.04570696285644134;-0.5472759746919821;-1.5277112525110892;0
-0.8660718209919435;-0.12796752592097677;0.2216451274230558;4.724377735512365;-0.3130794356767559;0.8121312845525354;-0.5269691353777393;2.1121637381803646;0.4614489853493271;0.7679982586924318;-1.962395694418521;-0.2112507741251772;-1.0452060968367807;-1.4520111722420996;0
0.3697775414417091;-0.33933599149697596;0.5906834247495159;0.02739913313286823;0.4689561066745829;-1.0056819025609014;-0.5850593639374574;-1.1643621204774974;-0.3753519132416554;-0.17765662834494533;0.6551143915654818;-0.41332279847732023;-0.26973178237013706;-0.6763823095906211;0
-1.2824655826340572;-0.6146064942289324;0.16341077037168733;3.550240271862723;-0.13147952094871504;0.1774708739773406;-0.858304632039953;0.5448594587917036;1.097200100143105;0.2555140822508973;-1.3766409326011808;0.5990220525146159;0.7101134289940858;0.4506342450975249;0
-0.9145812318465444;-0.2608226093949675;-0.5591877041869932;1.1459999725627867;-0.8832938501183555;0.5818013916469216;0.4975668083108333;0.5077060351200703;-0.32971295394398786;0.7858763204466955;-0.7288541805768496;-0.7156603745289206;0.6315875055038671;0.7753788379365119;0
-0.14118375198889588;-0.7751796117904458;-0.15820034820278472;2.650437757594903;0.006071162294208924;0.5714704227379532;0.9395743173935754;1.5241051983498537;0.47549012230305715;-0.05660305012945946;-1.71125470970493;-0.11729137689402025;0.25068999625082505;0.12737109730544088;0
-1.3382952889359587;-0.4674485799161502;1.4816274969009628;1.3788984941810896;-0.18555897161408264;-0.1334422755907444;-1.3146940260898599;0.20331471900359113;0.7394159554757295;0.5613861414189171;0.1633371411669374;-0.3207015840194775;-0.268921254589045;-1.1603952998915625;0
-1.3955825584272767;-0.6257422623724668;0.6435066348635394;-0.7181451563406113;0.06566239811460577;-0.7978898339330108;-1.758932500376277;0.1967037516950501;-0.29099723395044647;-0.4656400350354658;1.3709151735684615;0.20260753540186519;0.7319788169372184;0.22597464515898677;0
-0.6079221987168514;-0.6880530992275026;0.5248008156148258;0.7519009208712037;-0.005083930735615982;0.6999498236300437;-0.003977510934439731;0.23004734091014295;-0.17977631050011963;-0.10658366610905792;1.3518745695882621;0.32705332638324935;1.025199851180849;0.884213443611271;0
-1.3346302145465447;-0.5132326253118152;0.3601182257723415;1.2347198570146203;-0.0605241418931782;0.05377647360129804;-1.2008310136179052;0.03225755857221253;-0.23588646160191065;-0.2202498695179942;0.36087490591613003;0.7164340472978268;-0.12966161813660923;-0.6424389935580841;0
